TEX@SEA,MIN@OAK,SFG@LAD,COL@SDP,ATL@ARI,ANA@HOU,CHC@MIL,KCR@CWS,STL@CIN,DET@CLE,BOS@TOR,WAS@NYM,NYY@BAL,PIT@TBD,PHI@MIA
TEX@SEA,MIN@OAK,COL@SDP,ATL@ARI,ANA@HOU,BOS@TOR,PHI@MIA,,,,,,,,
TEX@SEA,MIN@OAK,SFG@LAD,COL@SDP,ATL@ARI,ANA@HOU,CHC@MIL,KCR@CWS,STL@CIN,DET@CLE,BOS@TOR,WAS@NYM,NYY@BAL,PIT@TBD,PHI@MIA
TEX@SEA,MIN@OAK,SFG@LAD,COL@SDP,ATL@ARI,ANA@HOU,CHC@MIL,KCR@CWS,STL@CIN,DET@CLE,BOS@TOR,WAS@NYM,NYY@BAL,PIT@TBD,PHI@MIA
MIN@SEA,HOU@OAK,COL@LAD,ATL@SDP,SFG@ARI,STL@MIL,PIT@CHC,KCR@DET,CWS@CLE,CIN@TOR,PHI@NYM,BOS@BAL,NYY@TBD,WAS@MIA,
MIN@SEA,HOU@OAK,COL@LAD,ATL@SDP,SFG@ARI,ANA@TEX,STL@MIL,PIT@CHC,CWS@CLE,CIN@TOR,PHI@NYM,BOS@BAL,NYY@TBD,WAS@MIA,
MIN@SEA,HOU@OAK,COL@LAD,ATL@SDP,SFG@ARI,ANA@TEX,STL@MIL,PIT@CHC,KCR@DET,CWS@CLE,CIN@TOR,PHI@NYM,BOS@BAL,NYY@TBD,WAS@MIA
ANA@TEX,SEA@KCR,BAL@STL,OAK@MIN,CLE@DET,CIN@PIT,CWS@BOS,TOR@NYY,MIL@PHI,NYM@WAS,,,,,
LAD@SFG,HOU@ANA,SDP@COL,TBD@TEX,ARI@CHC,CLE@DET,MIA@ATL,,,,,,,,
LAD@SFG,HOU@ANA,SDP@COL,TBD@TEX,SEA@KCR,BAL@STL,OAK@MIN,ARI@CHC,CLE@DET,CIN@PIT,CWS@BOS,TOR@NYY,MIL@PHI,NYM@WAS,MIA@ATL
LAD@SFG,HOU@ANA,SDP@COL,TBD@TEX,SEA@KCR,BAL@STL,OAK@MIN,ARI@CHC,CLE@DET,CIN@PIT,CWS@BOS,TOR@NYY,MIL@PHI,NYM@WAS,MIA@ATL
ARI@SFG,OAK@ANA,DET@KCR,LAD@STL,CLE@MIN,SEA@CWS,MIL@CIN,CHC@PIT,TBD@BOS,BAL@NYY,TOR@PHI,MIA@WAS,SDP@ATL,,
ARI@SFG,OAK@ANA,TEX@COL,NYM@HOU,DET@KCR,LAD@STL,CLE@MIN,SEA@CWS,MIL@CIN,CHC@PIT,TBD@BOS,BAL@NYY,TOR@PHI,MIA@WAS,SDP@ATL
ARI@SFG,OAK@ANA,TEX@COL,NYM@HOU,DET@KCR,LAD@STL,CLE@MIN,SEA@CWS,CHC@PIT,TBD@BOS,BAL@NYY,MIA@WAS,SDP@ATL,,
BOS@SEA,ARI@SFG,LAD@STL,NYM@MIL,PHI@CIN,TBD@CLE,CHC@PIT,KCR@TOR,BAL@NYY,ATL@MIA,,,,,
BOS@SEA,NYY@OAK,WAS@LAD,SFG@SDP,COL@ARI,HOU@TEX,NYM@MIL,STL@CHC,MIN@CWS,ANA@DET,PHI@CIN,TBD@CLE,KCR@TOR,PIT@BAL,ATL@MIA
BOS@SEA,NYY@OAK,WAS@LAD,SFG@SDP,COL@ARI,HOU@TEX,NYM@MIL,STL@CHC,MIN@CWS,ANA@DET,PHI@CIN,TBD@CLE,KCR@TOR,PIT@BAL,ATL@MIA
BOS@SEA,NYY@OAK,WAS@LAD,SFG@SDP,COL@ARI,HOU@TEX,NYM@MIL,STL@CHC,MIN@CWS,ANA@DET,PHI@CIN,TBD@CLE,KCR@TOR,PIT@BAL,ATL@MIA
WAS@SEA,BOS@OAK,NYY@TEX,CWS@KCR,PHI@MIL,MIN@TOR,ATL@NYM,HOU@TBD,,,,,,,
WAS@SEA,BOS@OAK,STL@LAD,COL@SDP,PIT@ARI,NYY@TEX,CWS@KCR,PHI@MIL,SFG@CIN,DET@CLE,MIN@TOR,ATL@NYM,CHC@BAL,HOU@TBD,ANA@MIA
BOS@OAK,STL@LAD,COL@SDP,PIT@ARI,NYY@TEX,CWS@KCR,PHI@MIL,SFG@CIN,DET@CLE,MIN@TOR,ATL@NYM,CHC@BAL,HOU@TBD,ANA@MIA,
SEA@OAK,STL@LAD,COL@SDP,PIT@ARI,PHI@MIL,TEX@CWS,SFG@CIN,DET@CLE,ATL@NYM,CHC@WAS,,,,,
SEA@OAK,PIT@LAD,STL@COL,ANA@HOU,BAL@KCR,DET@MIN,TEX@CWS,CLE@BOS,CIN@NYY,MIL@NYM,MIA@PHI,CHC@WAS,SFG@ATL,TOR@TBD,
SEA@OAK,PIT@LAD,SDP@ARI,STL@COL,ANA@HOU,BAL@KCR,DET@MIN,TEX@CWS,CLE@BOS,CIN@NYY,MIL@NYM,MIA@PHI,CHC@WAS,SFG@ATL,TOR@TBD
SEA@OAK,PIT@LAD,SDP@ARI,STL@COL,ANA@HOU,BAL@KCR,DET@MIN,TEX@CWS,CLE@BOS,CIN@NYY,MIL@NYM,MIA@PHI,CHC@WAS,SFG@ATL,TOR@TBD
BAL@ANA,TBD@HOU,CIN@STL,SEA@MIN,KCR@CWS,NYY@DET,CLE@BOS,,,,,,,,
COL@SFG,BAL@ANA,TBD@HOU,CIN@STL,SEA@MIN,SDP@CHC,KCR@CWS,NYY@DET,OAK@CLE,MIL@PIT,TOR@BOS,MIA@NYM,TEX@PHI,LAD@WAS,ARI@ATL
COL@SFG,BAL@ANA,TBD@HOU,CIN@STL,SEA@MIN,SDP@CHC,KCR@CWS,NYY@DET,OAK@CLE,MIL@PIT,TOR@BOS,MIA@NYM,TEX@PHI,LAD@WAS,ARI@ATL
COL@SFG,CWS@ANA,TBD@HOU,SEA@MIN,SDP@CHC,NYY@DET,OAK@CLE,MIL@PIT,TOR@BOS,MIA@NYM,LAD@WAS,ARI@ATL,,,
WAS@SFG,CWS@ANA,MIL@COL,SEA@TEX,OAK@HOU,MIA@STL,BOS@MIN,PHI@CHC,SDP@DET,ARI@CIN,LAD@PIT,CLE@NYY,TOR@BAL,NYM@ATL,KCR@TBD
WAS@SFG,CWS@ANA,MIL@COL,SEA@TEX,OAK@HOU,MIA@STL,BOS@MIN,PHI@CHC,SDP@DET,ARI@CIN,LAD@PIT,CLE@NYY,TOR@BAL,NYM@ATL,KCR@TBD
WAS@SFG,CWS@ANA,MIL@COL,SEA@TEX,OAK@HOU,MIA@STL,BOS@MIN,PHI@CHC,SDP@DET,ARI@CIN,LAD@PIT,CLE@NYY,TOR@BAL,NYM@ATL,KCR@TBD
PHI@SFG,STL@SDP,OAK@TEX,PIT@CHC,ATL@CIN,BOS@TOR,KCR@BAL,CLE@TBD,,,,,,,
ANA@SEA,PHI@SFG,MIN@LAD,STL@SDP,HOU@ARI,CWS@COL,OAK@TEX,WAS@MIL,PIT@CHC,ATL@CIN,BOS@TOR,DET@NYY,KCR@BAL,CLE@TBD,NYM@MIA
ANA@SEA,PHI@SFG,MIN@LAD,STL@SDP,HOU@ARI,CWS@COL,OAK@TEX,WAS@MIL,PIT@CHC,ATL@CIN,BOS@TOR,DET@NYY,KCR@BAL,CLE@TBD,NYM@MIA
HOU@SEA,TBD@OAK,STL@SDP,CHC@ARI,WAS@MIL,DET@NYY,KCR@BAL,NYM@MIA,,,,,,,
HOU@SEA,TBD@OAK,MIN@ANA,LAD@SDP,CHC@ARI,DET@KCR,STL@MIL,BAL@CWS,SFG@CLE,NYY@TOR,TEX@BOS,ATL@NYM,COL@PHI,CIN@WAS,PIT@MIA
HOU@SEA,TBD@OAK,MIN@ANA,LAD@SDP,CHC@ARI,DET@KCR,STL@MIL,BAL@CWS,SFG@CLE,NYY@TOR,TEX@BOS,ATL@NYM,COL@PHI,CIN@WAS,PIT@MIA
HOU@SEA,TBD@OAK,MIN@ANA,LAD@SDP,CHC@ARI,DET@KCR,STL@MIL,BAL@CWS,SFG@CLE,NYY@TOR,TEX@BOS,ATL@NYM,COL@PHI,CIN@WAS,PIT@MIA
SEA@OAK,CHC@LAD,HOU@KCR,SDP@STL,SFG@MIN,COL@DET,TEX@CLE,BAL@TOR,CIN@NYM,ATL@PHI,MIL@MIA,,,,
SEA@OAK,CHC@LAD,HOU@KCR,SDP@STL,SFG@MIN,TBD@CWS,COL@DET,TEX@CLE,BAL@TOR,ANA@BOS,PIT@NYY,CIN@NYM,ATL@PHI,ARI@WAS,MIL@MIA
SEA@OAK,CHC@LAD,HOU@KCR,SDP@STL,SFG@MIN,TBD@CWS,COL@DET,TEX@CLE,BAL@TOR,ANA@BOS,PIT@NYY,CIN@NYM,ATL@PHI,ARI@WAS,MIL@MIA
CIN@COL,SEA@HOU,TBD@CWS,TEX@CLE,ANA@BOS,ARI@WAS,MIL@MIA,,,,,,,,
CWS@SFG,TOR@OAK,SDP@LAD,CIN@COL,SEA@HOU,NYM@STL,KCR@MIN,ARI@MIL,WAS@CHC,CLE@DET,PHI@PIT,BOS@NYY,ANA@BAL,MIA@ATL,TEX@TBD
CWS@SFG,TOR@OAK,SDP@LAD,CIN@COL,SEA@HOU,NYM@STL,KCR@MIN,ARI@MIL,WAS@CHC,CLE@DET,PHI@PIT,BOS@NYY,ANA@BAL,MIA@ATL,TEX@TBD
CWS@SFG,TOR@OAK,SDP@LAD,CIN@COL,SEA@HOU,NYM@STL,KCR@MIN,ARI@MIL,WAS@CHC,CLE@DET,PHI@PIT,BOS@NYY,ANA@BAL,MIA@ATL,TEX@TBD
WAS@ANA,CWS@SDP,NYM@ARI,SFG@COL,TOR@TEX,KCR@HOU,MIL@CHC,MIN@DET,MIA@CIN,STL@PIT,CLE@BAL,NYY@TBD,,,
OAK@SEA,WAS@ANA,CWS@SDP,NYM@ARI,SFG@COL,TOR@TEX,KCR@HOU,MIL@CHC,MIN@DET,MIA@CIN,STL@PIT,LAD@PHI,CLE@BAL,BOS@ATL,NYY@TBD
OAK@SEA,WAS@ANA,CWS@SDP,NYM@ARI,SFG@COL,TOR@TEX,KCR@HOU,MIL@CHC,MIN@DET,MIA@CIN,STL@PIT,LAD@PHI,CLE@BAL,BOS@ATL,NYY@TBD
OAK@SEA,CHC@SDP,WAS@ARI,SFG@COL,BOS@TEX,TOR@CWS,MIN@DET,MIL@CIN,LAD@PHI,NYY@TBD,,,,,
DET@SEA,ATL@SFG,OAK@ANA,CHC@SDP,WAS@ARI,BOS@TEX,NYY@HOU,LAD@KCR,TOR@CWS,MIL@CIN,MIN@CLE,PIT@NYM,STL@PHI,BAL@TBD,COL@MIA
DET@SEA,ATL@SFG,OAK@ANA,CHC@SDP,WAS@ARI,BOS@TEX,NYY@HOU,LAD@KCR,TOR@CWS,MIL@CIN,MIN@CLE,PIT@NYM,STL@PHI,BAL@TBD,COL@MIA
DET@SEA,ATL@SFG,OAK@ANA,CHC@SDP,WAS@ARI,BOS@TEX,NYY@HOU,LAD@KCR,TOR@CWS,MIL@CIN,MIN@CLE,PIT@NYM,STL@PHI,BAL@TBD,COL@MIA
PHI@LAD,ANA@KCR,ATL@STL,BAL@MIN,HOU@TOR,PIT@NYM,,,,,,,,,
DET@SFG,TEX@OAK,PHI@LAD,ANA@KCR,ATL@STL,BAL@MIN,NYY@MIL,COL@CWS,CIN@CLE,CHC@PIT,HOU@TOR,TBD@BOS,ARI@NYM,SEA@WAS,SDP@MIA
DET@SFG,TEX@OAK,PHI@LAD,ANA@KCR,ATL@STL,BAL@MIN,NYY@MIL,COL@CWS,CIN@CLE,CHC@PIT,HOU@TOR,TBD@BOS,ARI@NYM,SEA@WAS,SDP@MIA
TEX@OAK,ANA@KCR,ATL@STL,CWS@MIN,NYY@MIL,CHC@PIT,BAL@TOR,TBD@BOS,ARI@NYM,SDP@MIA,,,,,
ANA@OAK,CLE@LAD,PHI@COL,TEX@KCR,ARI@STL,CWS@MIN,CHC@MIL,TBD@DET,SDP@CIN,SFG@PIT,BAL@TOR,HOU@BOS,SEA@NYY,MIA@WAS,NYM@ATL
ANA@OAK,CLE@LAD,PHI@COL,TEX@KCR,ARI@STL,CWS@MIN,CHC@MIL,TBD@DET,SDP@CIN,SFG@PIT,BAL@TOR,HOU@BOS,SEA@NYY,MIA@WAS,NYM@ATL
ANA@OAK,CLE@LAD,PHI@COL,TEX@KCR,ARI@STL,CWS@MIN,CHC@MIL,TBD@DET,SDP@CIN,SFG@PIT,BAL@TOR,HOU@BOS,SEA@NYY,MIA@WAS,NYM@ATL
CLE@ANA,LAD@COL,OAK@HOU,TBD@DET,SDP@CIN,SFG@PIT,KCR@BOS,SEA@NYY,CWS@BAL,MIA@WAS,STL@ATL,,,,
CLE@ANA,ARI@SDP,LAD@COL,WAS@TEX,OAK@HOU,SFG@MIL,MIA@CHC,SEA@DET,PIT@CIN,KCR@BOS,MIN@NYY,NYM@PHI,CWS@BAL,STL@ATL,TOR@TBD
CLE@ANA,ARI@SDP,LAD@COL,WAS@TEX,OAK@HOU,SFG@MIL,MIA@CHC,SEA@DET,PIT@CIN,KCR@BOS,MIN@NYY,NYM@PHI,CWS@BAL,STL@ATL,TOR@TBD
ARI@SDP,LAD@COL,WAS@TEX,OAK@HOU,SFG@MIL,MIA@CHC,SEA@DET,PIT@CIN,KCR@BOS,MIN@NYY,NYM@PHI,CWS@BAL,TOR@TBD,,
ATL@SEA,COL@SFG,NYY@ANA,MIA@SDP,DET@ARI,OAK@TEX,BOS@HOU,PIT@STL,CIN@CHC,MIN@CWS,KCR@CLE,LAD@NYM,WAS@PHI,TOR@BAL,
ATL@SEA,COL@SFG,NYY@ANA,MIA@SDP,DET@ARI,OAK@TEX,BOS@HOU,PIT@STL,CIN@CHC,MIN@CWS,KCR@CLE,LAD@NYM,WAS@PHI,TOR@BAL,MIL@TBD
ATL@SEA,COL@SFG,NYY@ANA,MIA@SDP,DET@ARI,OAK@TEX,BOS@HOU,PIT@STL,CIN@CHC,MIN@CWS,KCR@CLE,LAD@NYM,WAS@PHI,TOR@BAL,MIL@TBD
NYY@SEA,SDP@SFG,ATL@LAD,COL@ARI,ANA@TEX,TOR@STL,TBD@MIN,CIN@CHC,BOS@CLE,MIL@WAS,,,,,
NYY@SEA,SDP@SFG,DET@OAK,ATL@LAD,COL@ARI,ANA@TEX,CWS@KCR,TOR@STL,TBD@MIN,BAL@CHC,BOS@CLE,CIN@PIT,HOU@NYM,MIL@WAS,PHI@MIA
NYY@SEA,SDP@SFG,DET@OAK,ATL@LAD,COL@ARI,ANA@TEX,CWS@KCR,TBD@MIN,BAL@CHC,BOS@CLE,CIN@PIT,HOU@NYM,MIL@WAS,PHI@MIA,
SDP@SFG,DET@OAK,COL@LAD,CWS@KCR,ANA@MIN,CHC@CIN,STL@PIT,TEX@TOR,NYM@WAS,PHI@MIA,,,,,
COL@LAD,SDP@ARI,CLE@KCR,ANA@MIN,DET@CWS,CHC@CIN,STL@PIT,TEX@TOR,MIL@BOS,TBD@NYY,HOU@BAL,NYM@WAS,PHI@ATL,SEA@MIA,
SFG@OAK,COL@LAD,SDP@ARI,CLE@KCR,ANA@MIN,DET@CWS,CHC@CIN,STL@PIT,TEX@TOR,MIL@BOS,TBD@NYY,HOU@BAL,NYM@WAS,PHI@ATL,SEA@MIA
SFG@OAK,COL@LAD,SDP@ARI,CLE@KCR,ANA@MIN,DET@CWS,CHC@CIN,STL@PIT,TEX@TOR,MIL@BOS,TBD@NYY,HOU@BAL,NYM@WAS,PHI@ATL,SEA@MIA
STL@NYM,CHC@PHI,,,,,,,,,,,,,
PIT@SFG,MIA@ANA,ARI@COL,TEX@HOU,SDP@MIL,CLE@CWS,OAK@DET,LAD@CIN,SEA@TOR,KCR@NYY,STL@NYM,CHC@PHI,MIN@BAL,WAS@ATL,BOS@TBD
PIT@SFG,MIA@ANA,ARI@COL,TEX@HOU,SDP@MIL,CLE@CWS,OAK@DET,LAD@CIN,SEA@TOR,KCR@NYY,STL@NYM,CHC@PHI,MIN@BAL,WAS@ATL,BOS@TBD
PIT@SFG,ARI@COL,TEX@HOU,SDP@MIL,CLE@CWS,OAK@DET,LAD@CIN,SEA@TOR,KCR@NYY,MIN@BAL,WAS@ATL,BOS@TBD,,,
MIA@SFG,SEA@ANA,ARI@SDP,PIT@COL,CLE@TEX,CWS@HOU,MIN@KCR,CIN@MIL,TOR@DET,NYY@BOS,WAS@NYM,OAK@PHI,LAD@ATL,BAL@TBD,
MIA@SFG,SEA@ANA,ARI@SDP,PIT@COL,CLE@TEX,CWS@HOU,MIN@KCR,CHC@STL,CIN@MIL,TOR@DET,NYY@BOS,WAS@NYM,OAK@PHI,LAD@ATL,BAL@TBD
MIA@SFG,SEA@ANA,ARI@SDP,PIT@COL,CLE@TEX,CWS@HOU,MIN@KCR,CHC@STL,CIN@MIL,TOR@DET,NYY@BOS,WAS@NYM,OAK@PHI,LAD@ATL,BAL@TBD
ANA@OAK,ARI@LAD,KCR@TEX,BAL@CLE,,,,,,,,,,,
HOU@SEA,ANA@OAK,ARI@LAD,CIN@SDP,KCR@TEX,COL@STL,MIL@MIN,NYM@CHC,CWS@DET,BAL@CLE,NYY@PIT,TBD@TOR,ATL@BOS,MIA@PHI,SFG@WAS
HOU@SEA,ANA@OAK,ARI@LAD,CIN@SDP,KCR@TEX,COL@STL,MIL@MIN,NYM@CHC,CWS@DET,BAL@CLE,NYY@PIT,TBD@TOR,ATL@BOS,MIA@PHI,SFG@WAS
KCR@SEA,ARI@LAD,TEX@ANA,CIN@SDP,COL@STL,NYY@MIN,NYM@CHC,CWS@DET,BAL@CLE,TBD@TOR,MIA@PHI,SFG@WAS,,,
KCR@SEA,HOU@OAK,DET@LAD,TEX@ANA,MIL@ARI,SDP@COL,CIN@STL,NYY@MIN,BOS@CHC,CWS@CLE,TOR@PIT,PHI@NYM,TBD@BAL,ATL@WAS,SFG@MIA
KCR@SEA,HOU@OAK,DET@LAD,TEX@ANA,MIL@ARI,SDP@COL,CIN@STL,NYY@MIN,BOS@CHC,CWS@CLE,TOR@PIT,PHI@NYM,TBD@BAL,ATL@WAS,SFG@MIA
KCR@SEA,HOU@OAK,DET@LAD,TEX@ANA,MIL@ARI,SDP@COL,CIN@STL,NYY@MIN,BOS@CHC,CWS@CLE,TOR@PIT,PHI@NYM,TBD@BAL,ATL@WAS,SFG@MIA
TEX@SEA,NYM@SFG,BOS@ANA,LAD@ARI,KCR@COL,MIN@HOU,TOR@MIL,DET@CWS,BAL@NYY,PIT@WAS,PHI@ATL,STL@MIA,,,
TEX@SEA,NYM@SFG,BOS@ANA,CLE@SDP,LAD@ARI,KCR@COL,MIN@HOU,TOR@MIL,DET@CWS,CHC@CIN,BAL@NYY,PIT@WAS,PHI@ATL,OAK@TBD,STL@MIA
TEX@SEA,NYM@SFG,BOS@ANA,CLE@SDP,LAD@ARI,KCR@COL,MIN@HOU,TOR@MIL,DET@CWS,CHC@CIN,BAL@NYY,PIT@WAS,PHI@ATL,OAK@TBD,STL@MIA
